video_id,channel_id,upload_date,video_category,video_type,video_language,duration_seconds,content_rating,title_length,thumbnail_style
V007830,C01054,2024-01-16,Gaming,Short,Filipino,20,General,27,Before-After
V007831,C01481,2012-06-14,Lifestyle,Premiere,Hindi,3824,,59,Text Overlay
V007832,C00770,2021-09-17,Education,Live Stream,Vietnamese,11916,General,39,Face Close-up
V007833,C01013,2014-09-25,Sports,Standard Video,Spanish,448,General,45,Collage
V007834,C01894,2024-02-11,Film,Short,Hindi,36,General,10,Before-After
V007835,C01123,2025-12-20,Film,Standard Video,Marathi,170,General,18,Minimalist
V007836,C01802,2012-08-22,Music,Short,English,54,General,20,Text Overlay
V007837,C00966,2020-01-16,Education,Standard Video,Bengali,61,General,62,Bright Colors
V007838,C00704,2024-02-19,Education,Standard Video,Indonesian,61,Teen,53,Text Overlay
V007839,C00117,2011-02-18,Education,Standard Video,English,386,General,52,Collage
V007840,C01184,2020-02-12,Music,Short,Urdu,41,General,36,Minimalist
V007841,C01783,2017-06-17,Education,Short,Hindi,25,General,25,Screenshot
V007842,C00899,2021-04-14,Sports,Short,English,16,General,22,Bright Colors
V007843,C00046,2026-02-07,Music,Standard Video,German,411,General,45,Collage
V007844,C01118,2022-10-14,Music,Short,English,44,General,28,Text Overlay
V007845,C00855,2020-06-13,Sports,Standard Video,Indonesian,1304,General,56,Minimalist
V007846,C01685,2022-07-25,Music,Standard Video,English,1341,General,60,Minimalist
V007847,C01988,2018-01-08,Film,Standard Video,Portuguese,431,Teen,52,Text Overlay
V007848,C00319,2022-11-10,Gaming,Short,Spanish,45,General,11,Collage
V007849,C00380,2019-09-08,Gaming,Short,English,19,General,28,Minimalist
V007850,C00427,2020-10-17,Entertainment,Standard Video,English,2256,General,30,Bright Colors
V007851,C01766,2020-06-25,Music,Standard Video,English,473,General,48,Collage
V007852,C00369,2025-04-08,Gaming,Standard Video,Portuguese,3210,Teen,35,Minimalist
V007853,C01389,2024-03-12,Gaming,Short,Hindi,54,General,23,Bright Colors
V007854,C01191,2011-03-05,Entertainment,Standard Video,Hindi,276,General,43,Screenshot
V007855,C01233,2026-07-25,Technology,Standard Video,Spanish,62,General,42,Collage
V007856,C00830,2010-10-21,Sports,Short,English,59,Mature,29,Collage
V007857,C01215,2020-09-04,Sports,Standard Video,English,1932,General,46,Collage
V007858,C00220,2020-01-03,Education,Standard Video,English,61,General,26,Before-After
V007859,C01925,2025-10-12,Entertainment,Standard Video,English,476,General,10,Bright Colors
V007860,C00785,2018-10-13,Lifestyle,Standard Video,Spanish,3082,General,,Before-After
V007861,C01030,2023-11-08,Comedy,Standard Video,Hindi,663,General,48,Screenshot
V007862,C00367,2023-12-08,Sports,Short,Urdu,32,Teen,33,Collage
V007863,C01728,2024-06-05,Entertainment,Short,Portuguese,36,Teen,12,Screenshot
V007864,C01595,2025-02-26,Education,Standard Video,Spanish,441,General,59,Text Overlay
V007865,C00820,2021-05-13,News,Short,English,32,Teen,8,Minimalist
V007866,C01811,2025-03-06,Gaming,Short,English,45,General,19,Collage
V007867,C01694,2021-08-18,Entertainment,Short,English,38,General,39,Face Close-up
V007868,C01834,2026-07-15,Gaming,Standard Video,English,2447,Teen,36,Bright Colors
V007869,C00934,2020-10-09,Sports,Standard Video,Indonesian,281,General,54,Before-After
V007870,C01579,2016-01-15,Gaming,Short,Hindi,53,General,37,Screenshot
V007871,C01737,2022-06-21,Education,Standard Video,Bengali,590,General,62,Before-After
V007872,C01872,2014-12-17,Lifestyle,Standard Video,Indonesian,1437,Teen,37,Collage
V007873,C01325,2015-07-29,Entertainment,Short,Portuguese,47,General,32,Before-After
V007874,C00034,2022-11-18,Sports,Short,English,49,General,17,Before-After
V007875,C00738,2023-06-03,Entertainment,Standard Video,English,141,General,,Screenshot
V007876,C00035,2020-08-03,Gaming,Live Stream,Hindi,2805,Teen,68,Screenshot
V007877,C01723,2023-05-28,Entertainment,Short,English,42,General,22,Minimalist
V007878,C00805,2025-08-18,Sports,Standard Video,English,333,Teen,37,Text Overlay
V007879,C00247,2025-12-16,Sports,Standard Video,English,830,General,66,Face Close-up
V007880,C01852,2026-07-09,Film,Standard Video,Indonesian,280,General,59,Screenshot
V007881,C01783,2014-08-10,Education,Standard Video,Hindi,334,General,42,Face Close-up
V007882,C01098,2025-03-15,News,Standard Video,Filipino,371,General,69,Minimalist
V007883,C01110,2022-02-07,Music,Live Stream,Portuguese,11288,General,85,Text Overlay
V007884,C00496,2012-12-29,Lifestyle,Standard Video,Hindi,157,General,76,Minimalist
V007885,C01969,2014-03-09,Technology,Short,Turkish,19,General,28,Face Close-up
V007886,C00655,2025-08-16,Entertainment,Short,Filipino,31,General,19,Collage
V007887,C00748,2013-12-31,Lifestyle,Standard Video,English,809,General,46,Minimalist
V007888,C01048,2011-03-01,Entertainment,Live Stream,English,2137,General,30,Before-After
V007889,C00895,2026-06-03,Gaming,Standard Video,English,90,General,76,Bright Colors
V007890,C01153,2020-01-09,Music,Short,Hindi,33,General,29,Bright Colors
V007891,C00129,2022-09-22,Education,Short,Hindi,51,General,38,Screenshot
V007892,C00560,2012-09-03,Lifestyle,Standard Video,Indonesian,475,General,37,Before-After
V007893,C01833,2013-10-05,Gaming,Standard Video,English,160,General,41,Face Close-up
V007894,C01545,2022-09-11,Technology,Standard Video,English,945,General,34,Screenshot
V007895,C00812,2016-12-10,Education,Short,Filipino,44,General,26,Bright Colors
V007896,C01169,2026-03-19,Film,Standard Video,German,1008,General,48,Before-After
V007897,C01783,2025-07-30,Education,Short,Hindi,60,General,28,Bright Colors
V007898,C01914,2019-06-02,Music,Short,English,30,Teen,9,Face Close-up
V007899,C01395,2015-04-28,Music,Standard Video,English,948,General,42,Minimalist
V007900,C01097,2025-04-05,Music,Standard Video,Japanese,413,General,50,Minimalist
V007901,C01271,2026-03-28,Entertainment,Short,English,58,General,,Before-After
V007902,C00895,2025-11-24,Gaming,Short,English,47,General,10,Minimalist
V007903,C00985,2015-04-02,Music,Standard Video,Korean,1348,General,20,Bright Colors
V007904,C00485,2025-10-31,Lifestyle,Standard Video,Urdu,567,General,31,Text Overlay
V007905,C00694,2024-05-11,Education,Standard Video,Japanese,5400,General,39,Text Overlay
V007906,C00474,2020-11-09,Education,Standard Video,Hindi,674,General,23,Face Close-up
V007907,C01636,2024-12-21,Film,Standard Video,Hindi,726,General,54,Before-After
V007908,C00422,2026-05-29,Music,Short,English,51,General,18,Before-After
V007909,C00260,2021-04-20,Entertainment,Standard Video,Portuguese,493,Teen,35,
V007910,C01162,2013-11-15,News,Live Stream,Portuguese,9569,Teen,24,Before-After
V007911,C00427,2025-05-06,Entertainment,Standard Video,English,519,General,17,Bright Colors
V007912,C01516,2021-05-31,Lifestyle,Standard Video,Spanish,155,General,46,Screenshot
V007913,C01874,2019-09-18,Gaming,Short,English,24,General,24,Bright Colors
V007914,C01036,2018-12-11,News,Short,Indonesian,59,General,18,Bright Colors
V007915,C01528,2018-02-08,Entertainment,Premiere,Korean,887,General,54,Bright Colors
V007916,C01879,2026-02-28,News,Standard Video,Portuguese,174,General,41,Screenshot
V007917,C01450,2026-03-20,Sports,Standard Video,Hindi,655,General,40,Face Close-up
V007918,C00502,2023-11-02,Gaming,Short,Spanish,35,General,12,Minimalist
V007919,C01567,2021-02-06,Sports,Short,English,44,General,24,Screenshot
V007920,C00520,2015-05-02,Comedy,Short,French,41,Teen,8,Screenshot
V007921,C01987,2019-11-07,News,Standard Video,Hindi,1372,General,37,Bright Colors
V007922,C00653,2025-11-30,Entertainment,Standard Video,English,339,General,40,Bright Colors
V007923,C00302,2019-11-06,Lifestyle,Short,English,33,General,33,Text Overlay
V007924,C00064,2016-11-16,News,Live Stream,Kannada,6088,General,58,Face Close-up
V007925,C01159,2021-08-08,Gaming,Standard Video,English,298,General,61,Text Overlay
V007926,C01668,2023-07-22,Music,Short,Spanish,24,General,34,Before-After
V007927,C00306,2024-09-26,Lifestyle,Standard Video,Portuguese,379,General,21,Screenshot
V007928,C00787,2023-09-07,Entertainment,Standard Video,Hindi,471,Mature,36,Face Close-up
V007929,C00224,2023-02-20,Comedy,Premiere,English,1070,Teen,65,Face Close-up
V007930,C00559,2013-02-26,Film,Standard Video,Hindi,111,Teen,60,Text Overlay
V007931,C00512,2025-12-15,Technology,Premiere,English,747,General,50,Collage
V007932,C01233,2025-12-28,Technology,Standard Video,Spanish,3759,General,51,Before-After
V007933,C01921,2020-07-13,Sports,Standard Video,English,2484,General,27,Text Overlay
V007934,C00150,2025-07-10,Education,Standard Video,English,1446,General,25,Text Overlay
V007935,C00597,2024-05-30,Entertainment,Standard Video,English,566,General,34,Collage
V007936,C01372,2025-05-12,Sports,Short,Hindi,54,General,,Text Overlay
V007937,C01091,2021-08-15,Entertainment,Standard Video,Spanish,1168,General,35,Bright Colors
V007938,C01932,2025-06-08,Education,Short,Vietnamese,27,General,11,Text Overlay
V007939,C00647,2019-01-11,Education,Standard Video,Hindi,630,Mature,55,Face Close-up
V007940,C00704,2023-10-30,Entertainment,Standard Video,Hindi,216,General,19,Face Close-up
V007941,C00678,2019-05-09,Music,Standard Video,English,1349,General,69,Screenshot
V007942,C00579,2020-08-26,Entertainment,Standard Video,English,293,General,50,Minimalist
V007943,C00591,2012-10-13,Gaming,Standard Video,English,178,General,44,Minimalist
V007944,C00430,2013-12-06,Education,Short,Hindi,16,General,17,Minimalist
V007945,C00058,2017-09-18,Sports,Short,Filipino,28,Teen,14,Before-After
V007946,C01796,2023-03-30,Lifestyle,Standard Video,Hindi,989,General,30,Collage
V007947,C01713,2026-01-09,Lifestyle,Standard Video,Japanese,384,General,77,Text Overlay
V007948,C01075,2025-02-19,Comedy,Standard Video,Portuguese,849,General,27,
V007949,C00835,2020-10-04,News,Standard Video,Spanish,168,General,45,
V007950,C00091,2013-11-20,Entertainment,Standard Video,Hindi,2899,General,24,Screenshot
V007951,C01219,2024-01-17,Entertainment,Live Stream,English,2921,General,26,Bright Colors
V007952,C01893,2015-11-12,Education,Premiere,Portuguese,387,General,42,Bright Colors
V007953,C00647,2025-04-29,Education,Short,Hindi,36,Mature,33,Collage
V007954,C00625,2024-04-19,Film,Short,Japanese,49,General,19,Collage
V007955,C01883,2016-12-04,Comedy,Short,Filipino,21,Mature,9,Minimalist
V007956,C00108,2020-08-07,Sports,Live Stream,English,2070,General,23,Screenshot
V007957,C00173,2024-12-29,Gaming,Standard Video,Portuguese,1242,Teen,39,Screenshot
V007958,C01208,2022-08-09,Education,Standard Video,Hindi,447,Teen,54,Text Overlay
V007959,C00119,2012-06-02,Gaming,Short,English,51,Teen,,
V007960,C00670,2010-10-09,Lifestyle,Standard Video,English,316,General,38,Minimalist
V007961,C00319,2018-07-30,Gaming,Standard Video,Spanish,354,Teen,55,Text Overlay
V007962,C01039,2021-04-25,Lifestyle,Short,English,59,Teen,20,Collage
V007963,C01012,2013-05-09,Entertainment,Short,Hindi,58,General,26,Face Close-up
V007964,C00335,2021-07-25,Education,Standard Video,English,532,General,50,Face Close-up
V007965,C01428,2020-07-05,Education,Live Stream,Portuguese,9773,General,,Collage
V007966,C00179,2019-02-27,Education,Standard Video,English,756,General,63,Before-After
V007967,C00934,2011-10-24,Sports,Short,Portuguese,21,General,33,Before-After
V007968,C00256,2026-04-02,Lifestyle,Short,English,46,General,21,Text Overlay
V007969,C00426,2024-05-16,Music,Standard Video,Korean,754,General,59,Collage
V007970,C01183,2014-10-07,Education,Standard Video,Portuguese,752,General,28,Face Close-up
V007971,C01495,2024-10-10,News,Standard Video,Portuguese,3927,General,50,Face Close-up
V007972,C01003,2024-09-27,Education,Premiere,English,479,General,53,Face Close-up
V007973,C00427,2017-08-25,Entertainment,Short,English,16,General,22,Minimalist
V007974,C00382,2023-03-16,Technology,Standard Video,Kannada,569,General,74,
V007975,C00878,2025-04-09,Technology,Short,Italian,53,General,27,Text Overlay
V007976,C00668,2012-01-04,Education,Short,Hindi,25,General,20,Bright Colors
V007977,C00555,2019-03-01,Entertainment,Short,Spanish,17,General,8,Bright Colors
V007978,C00168,2023-03-04,Gaming,Standard Video,Filipino,281,General,62,Collage
V007979,C01419,2025-09-27,Technology,Standard Video,Spanish,1615,Teen,50,Face Close-up
V007980,C01584,2015-02-15,Sports,Standard Video,Marathi,271,Teen,32,
V007981,C01174,2026-02-21,Music,Short,English,54,General,17,Face Close-up
V007982,C00181,2015-10-18,Lifestyle,Short,Portuguese,24,General,37,Face Close-up
V007983,C00565,2022-11-16,Gaming,Standard Video,Filipino,69,General,57,Bright Colors
V007984,C01221,2020-09-02,Education,Standard Video,English,244,General,44,Minimalist
V007985,C01580,2023-07-01,Technology,Standard Video,Hindi,495,General,48,Before-After
V007986,C01763,2015-10-05,Comedy,Standard Video,German,383,General,44,Face Close-up
V007987,C01519,2018-05-25,Education,Short,French,20,General,30,Text Overlay
V007988,C00776,2024-02-20,Lifestyle,Short,Filipino,36,General,26,Minimalist
V007989,C00637,2026-07-18,Entertainment,Standard Video,English,212,,18,Bright Colors
V007990,C00016,2025-09-25,Lifestyle,Short,Indonesian,42,General,26,Collage
V007991,C01931,2013-05-04,Comedy,Standard Video,French,179,General,47,Screenshot
V007992,C01058,2023-12-27,Gaming,Short,Korean,55,General,19,Screenshot
V007993,C01914,2022-12-20,Music,Short,English,18,Teen,27,Before-After
V007994,C01990,2023-02-05,Music,Short,English,35,General,19,Collage
V007995,C00529,2012-01-12,Technology,Short,Urdu,22,General,19,Bright Colors
V007996,C01135,2025-02-28,News,Standard Video,English,106,General,,Face Close-up
V007997,C00537,2012-03-14,Film,Short,Portuguese,26,General,20,Screenshot
V007998,C00369,2012-03-21,Technology,Standard Video,Portuguese,892,Teen,68,Screenshot
V007999,C01600,2011-01-11,Music,Standard Video,English,734,General,28,Bright Colors
V008000,C01086,2025-04-23,Gaming,Standard Video,Indonesian,964,General,35,Screenshot
V008001,C01739,2017-01-01,Music,Premiere,English,1092,General,39,Minimalist
V008002,C01028,2025-03-17,Sports,Short,Hindi,23,Teen,19,Collage
V008003,C01747,2025-04-01,Music,Standard Video,English,2010,Teen,36,Collage
V008004,C01675,2023-09-05,Film,Standard Video,English,1185,General,46,Face Close-up
V008005,C00760,2011-03-19,Comedy,Standard Video,Spanish,541,Mature,38,Collage
V008006,C01777,2023-09-04,Technology,Standard Video,Portuguese,2508,Teen,64,Screenshot
V008007,C00139,2022-01-23,Film,Premiere,Hindi,119,General,43,Collage
V008008,C01249,2024-07-23,Music,Standard Video,Portuguese,2303,Teen,47,Bright Colors
V008009,C01304,2025-02-13,Gaming,Standard Video,English,5400,General,52,Collage
V008010,C01010,2020-04-25,Lifestyle,Standard Video,Hindi,279,General,37,Collage
V008011,C01787,2022-01-27,Entertainment,Short,English,52,General,31,Minimalist
V008012,C00324,2026-02-02,Entertainment,Short,Hindi,38,General,13,Face Close-up
V008013,C00973,2020-07-24,Education,Standard Video,Portuguese,157,General,57,
V008014,C01031,2021-08-15,Sports,Short,English,26,General,35,Face Close-up
V008015,C01731,2023-12-25,Music,Short,Spanish,51,Teen,31,Before-After
V008016,C00939,2025-02-14,Lifestyle,Short,English,56,General,30,Screenshot
V008017,C01941,2010-11-24,Film,Standard Video,Vietnamese,608,General,44,Face Close-up
V008018,C00993,2018-03-25,Lifestyle,Standard Video,English,361,General,43,Text Overlay
V008019,C00812,2017-04-03,Film,Short,Filipino,23,General,48,Text Overlay
V008020,C00806,2016-06-14,Technology,Premiere,Portuguese,413,General,32,Collage
V008021,C01132,2019-02-17,Film,Short,Hindi,46,General,8,Text Overlay
V008022,C00716,2013-02-07,Gaming,Live Stream,English,2935,General,26,Screenshot
V008023,C00797,2025-10-07,Gaming,Standard Video,French,204,General,53,Minimalist
V008024,C01932,2025-08-03,Education,Standard Video,Vietnamese,1168,General,75,Before-After
V008025,C00094,2014-11-20,Comedy,Short,Hindi,20,General,,Minimalist
V008026,C00142,2023-10-15,Lifestyle,Standard Video,Japanese,5400,General,52,Text Overlay
V008027,C00041,2018-12-05,Sports,Standard Video,English,431,Teen,38,Face Close-up
V008028,C00678,2019-03-29,Music,Standard Video,Portuguese,446,General,67,Bright Colors
V008029,C00103,2025-01-28,Entertainment,Short,English,49,General,18,Minimalist
V008030,C01204,2026-07-20,Film,Short,English,35,Mature,33,Before-After
V008031,C00626,2020-03-06,News,Standard Video,English,174,General,48,Before-After
V008032,C00168,2021-11-16,Gaming,Standard Video,Filipino,326,General,68,Screenshot
V008033,C01780,2024-05-03,Sports,Live Stream,English,13771,General,50,Bright Colors
V008034,C01881,2022-08-27,Lifestyle,Short,Thai,46,General,22,Before-After
V008035,C00031,2016-08-28,Education,Standard Video,English,489,Mature,59,Minimalist
V008036,C01959,2024-03-12,Gaming,Standard Video,Spanish,422,General,58,Bright Colors
V008037,C01876,2019-07-15,Gaming,Short,English,46,General,23,Bright Colors
V008038,C01432,2024-11-19,Gaming,Live Stream,Hindi,6454,General,41,Before-After
V008039,C00877,2016-07-15,Music,Standard Video,English,1027,General,36,Bright Colors
V008040,C01436,2024-01-05,Entertainment,Short,English,29,General,28,Minimalist
V008041,C01989,2015-08-06,Entertainment,Short,French,42,General,20,Before-After
V008042,C01847,2024-09-05,Comedy,Premiere,English,1563,,42,Text Overlay
V008043,C01527,2026-03-20,Comedy,Standard Video,Vietnamese,298,General,93,Before-After
V008044,C01005,2022-08-25,Music,Short,Hindi,24,General,,Bright Colors
V008045,C00635,2023-08-02,Technology,Standard Video,English,427,Teen,29,Text Overlay
V008046,C00288,2012-02-27,Technology,Short,English,29,General,8,Before-After
V008047,C01658,2026-04-01,Gaming,Standard Video,English,1308,General,74,Before-After
V008048,C00837,2022-05-06,Sports,Short,English,41,General,25,Text Overlay
V008049,C01699,2017-12-13,Lifestyle,Short,English,26,General,,Collage
V008050,C01028,2021-02-01,Sports,Standard Video,Hindi,631,Teen,51,Text Overlay
V008051,C01475,2017-04-15,Gaming,Short,Portuguese,52,Mature,17,Before-After
V008052,C01071,2014-10-07,Music,Standard Video,English,488,,71,Minimalist
V008053,C00769,2018-03-29,Education,Short,Tamil,59,General,32,Collage
V008054,C00487,2022-05-06,Entertainment,Short,German,21,General,37,Screenshot
V008055,C00822,2015-02-14,Entertainment,Standard Video,Filipino,210,General,53,Screenshot
V008056,C01553,2015-11-12,Music,Standard Video,English,527,General,66,Face Close-up
V008057,C01894,2024-12-07,Music,Standard Video,Hindi,1016,General,41,Text Overlay
V008058,C01521,2023-11-25,Music,Standard Video,Kannada,231,General,,Minimalist
V008059,C00589,2014-11-29,Gaming,Standard Video,English,385,General,43,Bright Colors
V008060,C00785,2020-10-10,Music,Standard Video,Spanish,924,General,63,Minimalist
V008061,C00507,2014-02-15,Sports,Premiere,English,467,General,45,Bright Colors
V008062,C00940,2025-11-10,Entertainment,Short,English,20,General,34,Face Close-up
V008063,C00937,2021-09-22,Gaming,Standard Video,Japanese,586,Teen,39,Face Close-up
V008064,C00865,2021-01-14,Gaming,Short,Spanish,44,General,23,Text Overlay
V008065,C00230,2019-02-04,Film,Standard Video,Hindi,146,General,58,Bright Colors
V008066,C00985,2019-02-21,Music,Standard Video,Korean,451,General,67,Screenshot
V008067,C00919,2013-07-15,Technology,Standard Video,Spanish,874,General,11,Before-After
V008068,C00559,2020-10-22,Film,Standard Video,Hindi,1107,Teen,,Text Overlay
V008069,C00491,2021-03-05,Gaming,Short,English,48,General,15,Face Close-up
V008070,C00302,2019-04-23,Lifestyle,Standard Video,English,323,General,58,Collage
V008071,C01421,2026-04-23,Sports,Short,English,46,General,27,Bright Colors
V008072,C01162,2015-10-03,News,Short,Spanish,46,Teen,32,Before-After
V008073,C01480,2022-03-05,Education,Standard Video,Portuguese,538,General,42,Before-After
V008074,C01914,2018-07-26,Music,Standard Video,English,103,Teen,13,Minimalist
V008075,C00843,2020-02-18,Education,Standard Video,Hindi,364,Teen,35,Text Overlay
V008076,C00733,2013-03-29,News,Short,Portuguese,47,General,13,Before-After
V008077,C01622,2013-10-21,Gaming,Short,Hindi,24,General,21,Bright Colors
V008078,C00980,2022-04-21,Sports,Standard Video,Urdu,619,General,29,Collage
V008079,C00592,2024-12-21,Music,Standard Video,English,227,General,10,Before-After
V008080,C00658,2022-01-08,Entertainment,Standard Video,English,360,General,60,Text Overlay
V008081,C00559,2019-02-22,Film,Short,Hindi,23,General,19,Before-After
V008082,C01826,2014-02-08,Gaming,Short,Indonesian,49,General,18,Text Overlay
V008083,C00152,2023-01-21,Gaming,Standard Video,Portuguese,254,,51,Text Overlay
V008084,C01936,2010-01-19,Lifestyle,Short,Hindi,34,General,31,Minimalist
V008085,C01013,2014-06-17,Entertainment,Standard Video,Spanish,1646,General,70,Minimalist
V008086,C01694,2020-08-29,Technology,Short,English,48,General,,Minimalist
V008087,C00218,2024-06-07,Gaming,Standard Video,English,715,General,,Before-After
V008088,C00444,2010-11-14,Education,Short,English,37,General,31,Face Close-up
V008089,C00491,2014-01-01,Gaming,Short,English,26,General,24,Screenshot
V008090,C00039,2025-09-25,Film,Premiere,Vietnamese,1095,General,25,Face Close-up
V008091,C01521,2019-09-09,Music,Standard Video,Spanish,1625,General,51,Before-After
V008092,C00422,2026-06-15,Music,Standard Video,English,1198,General,67,Bright Colors
V008093,C00677,2025-11-14,Technology,Standard Video,English,979,General,53,Collage
V008094,C00131,2016-08-24,Technology,Standard Video,English,558,General,54,Collage
V008095,C00746,2021-11-02,Sports,Standard Video,French,248,General,33,Before-After
V008096,C00417,2012-04-08,Technology,Standard Video,Portuguese,465,Teen,29,Bright Colors
V008097,C00465,2021-09-11,Lifestyle,Short,Hindi,53,General,27,Face Close-up
V008098,C00626,2021-03-10,News,Standard Video,English,722,General,58,Text Overlay
V008099,C01245,2020-05-25,Sports,Standard Video,English,3889,Teen,47,Text Overlay
V008100,C01677,2023-10-20,Music,Standard Video,Spanish,365,,39,Before-After
V008101,C01829,2013-04-14,Education,Standard Video,Hindi,455,General,,Collage
V008102,C00173,2015-01-12,Gaming,Short,Portuguese,34,Teen,36,Face Close-up
V008103,C01225,2014-03-23,Gaming,Short,Indonesian,21,General,27,Screenshot
V008104,C00745,2015-10-06,Education,Short,Japanese,24,General,28,Screenshot
V008105,C01085,2019-03-29,Film,Standard Video,English,1956,General,51,Screenshot
V008106,C00838,2010-02-08,Entertainment,Short,Hindi,21,Teen,33,Face Close-up
V008107,C00586,2026-07-20,Sports,Short,English,58,Mature,47,Screenshot
V008108,C01031,2019-02-27,Sports,Standard Video,English,1165,General,36,Text Overlay
V008109,C00155,2021-01-11,Technology,Standard Video,English,170,Teen,59,Face Close-up
V008110,C01904,2011-07-29,Technology,Premiere,Thai,515,General,59,Minimalist
V008111,C01144,2012-08-05,Sports,Standard Video,English,292,Teen,15,Minimalist
V008112,C01182,2026-01-20,Lifestyle,Standard Video,Portuguese,811,General,42,Face Close-up
V008113,C01921,2015-11-24,Comedy,Standard Video,English,104,General,19,Collage
V008114,C01806,2019-05-20,Music,Short,English,48,General,35,Before-After
V008115,C00156,2020-05-06,Music,Short,English,19,Teen,25,Collage
V008116,C01780,2022-11-13,Sports,Short,English,59,General,26,Collage
V008117,C00656,2026-04-03,Lifestyle,Short,English,36,General,27,Before-After
V008118,C00818,2020-07-20,Lifestyle,Short,Spanish,19,General,43,Before-After
V008119,C00878,2019-12-03,Technology,Standard Video,Italian,821,,53,Before-After
V008120,C01598,2021-04-15,Music,Short,Hindi,29,General,30,Collage
V008121,C00659,2015-11-18,News,Standard Video,English,132,General,31,Before-After
V008122,C01368,2021-12-21,Entertainment,Standard Video,Hindi,1321,Teen,42,Minimalist
V008123,C00876,2012-01-08,Sports,Standard Video,English,313,Teen,63,Bright Colors
V008124,C01785,2012-01-17,Sports,Short,Hindi,16,General,13,Face Close-up
V008125,C01607,2018-01-04,Sports,Short,Vietnamese,53,Teen,37,Screenshot
V008126,C00519,2020-04-30,Music,Short,Urdu,51,General,8,Before-After
V008127,C01555,2023-02-22,Entertainment,Standard Video,English,425,Mature,41,Face Close-up
V008128,C01574,2017-07-12,Music,Standard Video,English,1186,General,54,Screenshot
V008129,C00209,2020-08-07,Music,Short,Portuguese,50,General,20,Before-After
V008130,C01906,2026-07-24,News,Standard Video,English,445,General,15,Face Close-up
V008131,C01967,2020-05-06,News,Short,English,21,General,19,Before-After
V008132,C01204,2026-07-21,Film,Standard Video,English,82,General,49,Before-After
V008133,C00992,2015-05-30,Music,Short,Tamil,33,General,12,Before-After
V008134,C00104,2024-08-14,Entertainment,Standard Video,English,165,General,41,Collage
V008135,C01305,2017-02-12,Music,Standard Video,Portuguese,105,General,46,Bright Colors
V008136,C01753,2020-11-06,Entertainment,Standard Video,Spanish,410,General,53,Face Close-up
V008137,C01698,2015-02-01,Film,Standard Video,Spanish,666,General,65,Collage
V008138,C01705,2019-08-08,Education,Short,Thai,55,Mature,22,Screenshot
V008139,C01932,2022-02-23,Education,Premiere,Vietnamese,415,General,45,Screenshot
V008140,C00236,2016-10-02,Gaming,Short,Hindi,50,General,23,Text Overlay
V008141,C01110,2026-05-27,Music,Standard Video,Portuguese,217,General,,Face Close-up
V008142,C01319,2023-11-04,Entertainment,Standard Video,Thai,2816,General,56,Bright Colors
V008143,C00090,2017-08-19,Education,Live Stream,English,6028,,43,Bright Colors
V008144,C01932,2022-11-26,Education,Premiere,Vietnamese,627,General,46,Collage
V008145,C01739,2012-05-29,Music,Standard Video,English,456,General,68,Minimalist
V008146,C01436,2023-04-04,Entertainment,Premiere,English,4568,General,76,Before-After
V008147,C01925,2025-10-11,Sports,Short,English,58,General,15,Minimalist
V008148,C01925,2026-03-17,Sports,Standard Video,English,1040,General,45,Collage
V008149,C01925,2025-11-26,Sports,Live Stream,English,13168,General,68,Bright Colors
V008150,C01883,2016-05-23,Comedy,Standard Video,Filipino,146,Teen,47,Face Close-up
V008151,C00664,2021-11-14,Education,Standard Video,English,1406,General,27,Text Overlay
V008152,C01799,2024-03-21,Entertainment,Standard Video,English,194,General,11,Minimalist
V008153,C00302,2024-11-16,Lifestyle,Short,English,35,Teen,23,Text Overlay
V008154,C00679,2025-07-27,Entertainment,Short,Japanese,49,General,30,Collage
V008155,C01063,2022-03-20,Sports,Standard Video,Urdu,289,General,26,Bright Colors
V008156,C01492,2017-05-09,Comedy,Standard Video,Indonesian,878,General,63,Screenshot
V008157,C01308,2019-01-10,Education,Short,English,52,Teen,42,Minimalist
V008158,C01545,2022-11-17,Technology,Standard Video,English,329,General,35,Collage
V008159,C01988,2018-11-22,Film,Standard Video,Portuguese,5400,General,10,Bright Colors
V008160,C01512,2016-09-30,Music,Standard Video,English,1412,Teen,45,Face Close-up
V008161,C00408,2010-10-07,Lifestyle,Standard Video,Hindi,510,General,55,Face Close-up
V008162,C01632,2024-09-29,News,Standard Video,Portuguese,349,General,31,Before-After
V008163,C00104,2023-10-19,Music,Standard Video,English,1311,General,53,Minimalist
V008164,C01184,2025-07-10,Music,Standard Video,Urdu,212,General,40,Bright Colors
V008165,C01496,2022-01-11,Comedy,Standard Video,Portuguese,601,Teen,68,Text Overlay
V008166,C01989,2023-03-07,Entertainment,Short,French,38,General,31,Collage
V008167,C00035,2022-04-04,Gaming,Standard Video,Hindi,335,Teen,25,Minimalist
V008168,C00247,2026-02-17,Sports,Standard Video,Hindi,1256,General,44,Text Overlay
V008169,C00749,2024-11-01,Gaming,Standard Video,Hindi,507,Teen,51,Bright Colors
V008170,C00834,2012-03-14,Gaming,Short,Vietnamese,34,General,20,Collage
V008171,C01024,2013-03-25,Education,Standard Video,English,876,Mature,51,Before-After
V008172,C00514,2024-09-18,Education,Standard Video,Portuguese,437,General,42,Before-After
V008173,C00177,2016-11-20,Sports,Short,Spanish,22,Teen,8,
V008174,C00499,2022-12-20,Comedy,Short,English,35,Mature,20,Face Close-up
