user_id,signup_date,country,region,age_group,preferred_language,subscription_type,acquisition_channel,preferred_device,account_status
U019099,2025-08-06,United States,Midwest,55-64,English,Free,Direct,Mobile,Active
U019100,2025-11-07,Japan,Kanto,35-44,Japanese,Free,Social Media,Desktop,Active
U019101,2026-06-03,Nigeria,,13-17,English,Free,Referral,Mobile,Active
U019102,2026-02-12,United States,South,25-34,Spanish,Free,Pre-installed App,Mobile,Active
U019103,2024-06-01,Brazil,Central-West,35-44,English,YouTube Premium,Organic Search,TV,Active
U019104,2023-03-01,Philippines,,45-54,Filipino,Free,Organic Search,Mobile,Active
U019105,2026-05-10,France,,18-24,French,Free,Direct,Mobile,Active
U019106,2026-05-05,United States,Northeast,35-44,English,YouTube Premium,Organic Search,Mobile,Active
U019107,2023-02-17,Turkey,,,Turkish,YouTube Premium,Referral,TV,Churned
U019108,2025-06-16,Brazil,Southeast,25-34,Portuguese,Free,Referral,Mobile,Active
U019109,2025-07-02,United Kingdom,Wales,25-34,English,Free,Direct,Mobile,Churned
U019110,2025-11-14,Indonesia,Bali & Nusa Tenggara,25-34,Indonesian,Premium Trial,Organic Search,Desktop,Inactive
U019111,2025-10-29,Philippines,,18-24,Filipino,Free,Google Ads,Desktop,Active
U019112,2026-01-01,Philippines,,13-17,Filipino,Free,Social Media,Mobile,Active
U019113,2025-07-25,Mexico,Southern Mexico,18-24,Spanish,Free,Organic Search,Desktop,Active
U019114,2025-06-12,Italy,,35-44,Italian,YouTube Premium,Direct,TV,Active
U019115,2026-01-01,Canada,Ontario,25-34,English,Free,Social Media,TV,Active
U019116,2025-11-17,United States,Northeast,18-24,Spanish,Free,Social Media,Mobile,Active
U019117,2025-07-18,India,East India,35-44,Hindi,Free,Social Media,Desktop,Active
U019118,2026-02-19,India,North India,18-24,Hindi,Free,Organic Search,TV,Inactive
U019119,2022-03-25,United States,South,25-34,English,Free,Google Ads,Mobile,Active
U019120,2025-10-22,United Kingdom,Scotland,18-24,English,Free,Social Media,Mobile,Active
U019121,2025-10-28,India,Central India,18-24,Telugu,Free,Direct,Mobile,Active
U019122,2026-04-29,Japan,Hokkaido,18-24,Japanese,Free,Referral,Mobile,Active
U019123,2024-12-29,Philippines,,25-34,English,Free,Pre-installed App,Mobile,Churned
U019124,2025-11-22,United States,Northeast,18-24,English,Free,Organic Search,Mobile,Churned
U019125,2025-10-02,United States,South,25-34,English,Free,Social Media,Mobile,Active
U019126,2025-06-24,India,North India,25-34,Hindi,Free,Organic Search,Mobile,Active
U019127,2025-12-05,India,East India,45-54,Hindi,Free,Google Ads,Desktop,Churned
U019128,2025-10-05,Brazil,Southeast,55-64,Portuguese,Free,Pre-installed App,Desktop,Active
U019129,2026-04-21,United States,Northeast,65+,English,YouTube Premium,Social Media,Desktop,Inactive
U019130,2022-05-28,United States,South,25-34,English,Free,Social Media,Mobile,Active
U019131,2026-04-28,United States,,35-44,English,Free,Social Media,Mobile,Active
U019132,2022-12-02,India,South India,18-24,Hindi,YouTube Premium,Pre-installed App,Desktop,Active
U019133,2024-07-24,Philippines,,13-17,,Free,Organic Search,Mobile,Active
U019134,2022-09-19,Japan,Hokkaido,25-34,Japanese,Free,Direct,Desktop,Active
U019135,2026-01-20,United States,Midwest,45-54,English,Free,Organic Search,Tablet,Churned
U019136,2025-01-16,India,East India,18-24,Hindi,Free,Referral,Tablet,Active
U019137,2023-11-30,India,South India,25-34,Hindi,YouTube Premium,Organic Search, Mobile ,Active
U019138,2025-03-14,UNITED KINGDOM,Northern Ireland,35-44,English,YouTube Premium,Organic Search,Mobile,Active
U019139,2025-08-22,United States,West,35-44,English,Free,Social Media,Desktop,Active
U019140,2025-04-27,Brazil,North,25-34,Portuguese,Free,Organic Search,Desktop,Active
U019141,2025-01-24,Japan,Chubu,18-24,Japanese,Free,Social Media,Mobile,Active
U019142,2021-09-19,United States,Northeast,13-17,Spanish,YouTube Premium,Pre-installed App,Mobile,Inactive
U019143,2026-01-10,India,South India,13-17,Hindi,Free,Social Media,Mobile,Inactive
U019144,2024-07-04,Mexico,Yucatan,25-34,Spanish,Free,Social Media,Mobile,Active
U019145,2024-01-19,Australia,Victoria,18-24,,Free,Pre-installed App,Mobile,Active
U019146,2024-01-24,India,West India,25-34,English,Free,Organic Search,Desktop,Active
U019147,2025-07-08,Brazil,Northeast,18-24,Portuguese,YouTube Premium,Direct,Mobile,Churned
U019148,2025-07-24,United States,Midwest,18-24,Spanish,Free,Social Media,Tablet,Churned
U019149,2026-02-01,United States,,25-34,English,Free,Organic Search,Mobile,Active
U019150,2025-08-23,Vietnam,,45-54,Vietnamese,Free,Social Media,Mobile,Inactive
U019151,2025-08-16,United States,West,55-64,Spanish,Free,Google Ads,TV,Inactive
U019152,2022-11-13,United States,Northeast,45-54,English,Free,Social Media,Desktop,Active
U019153,2026-02-24,India,West India,18-24,Hindi,Free,Direct,TV,Active
U019154,2025-05-28,United States,South,25-34,Spanish,Free,Pre-installed App,Mobile,Active
U019155,2021-08-03,Thailand,,18-24,Thai,Free,Organic Search,Game Console,Active
U019156,2025-06-06,France,,13-17,French,Free,Pre-installed App,Mobile,Active
U019157,2021-02-16,India,South India,25-34,Hindi,Free,Direct,Mobile,Active
U019158,2021-02-22,Vietnam,,25-34,Vietnamese,Free,Social Media,Mobile,Active
U019159,2026-07-05,Indonesia,Kalimantan,18-24,Indonesian,Free,Direct,Mobile,Active
U019160,2025-04-03,United Kingdom,Scotland,35-44,English,Free,Pre-installed App,Mobile,Active
U019161,2025-07-02,Australia,New South Wales,25-34,English,Free,Direct,Mobile,Active
U019162,2023-10-07,India,South India,45-54,Hindi,YouTube Premium,Google Ads,Desktop,Active
U019163,2026-02-08,Mexico,Central Mexico,13-17,English,Free,Social Media,Mobile,Active
U019164,2026-02-21,India,South India,25-34,Hindi,Free,Organic Search,Desktop,Active
U019165,2024-03-10,Brazil,,25-34,English,Free,Organic Search,Mobile,Active
U019166,2023-05-12,Indonesia,Sumatra,55-64,Indonesian,Free,Pre-installed App,Mobile,Active
U019167,2025-02-14,India,Central India,45-54,Hindi,Free,Social Media,Mobile,Active
U019168,2025-02-11,United States,West,55-64,English,YouTube Premium,Organic Search,Mobile,Active
U019169,2023-11-18,Japan,Chubu,35-44,Japanese,Free,Social Media,Mobile,Churned
U019170,2025-07-20,United States,West,45-54,English,Free,Social Media,Mobile,Active
U019171,2023-04-15,Philippines,,35-44,Filipino,Premium Trial,Organic Search,TV,Active
U019172,2022-07-08,UNITED KINGDOM,Scotland,13-17,English,Free,Referral,Mobile,Churned
U019173,2026-03-23,Indonesia,Sumatra,13-17,English,Free,Social Media,Mobile,Active
U019174,2025-08-20,Mexico,Southern Mexico,25-34,English,Free,Social Media,Desktop,Inactive
U019175,2024-06-11,United States,West,55-64,English,Free,Pre-installed App,Mobile,Active
U019176,2026-02-02,Mexico,Yucatan,13-17,Spanish,Free,Social Media,Mobile,Active
U019177,2024-07-09,United States,West,35-44,English,YouTube Premium,Organic Search,TV,Active
U019178,2025-07-30,Canada,British Columbia,25-34,English,Free,Referral,TV,Inactive
U019179,2025-07-21,India,Central India,25-34,Hindi,Free,Social Media,Mobile,Active
U019180,2026-02-18,United States,South,55-64,English,Free,Social Media,Mobile,Inactive
U019181,2025-07-18,United States,Midwest,18-24,English,Free,Social Media,Mobile,Active
U019182,2025-07-25,Nigeria,,45-54,English,Free,Social Media,Mobile,Churned
U019183,2025-08-15,Indonesia,Kalimantan,18-24,Indonesian,Free,Google Ads,TV,Active
U019184,2025-07-08,Mexico,Northern Mexico,18-24,Spanish,Free,Social Media,Game Console,Active
U019185,2025-02-21,United States,Midwest,25-34,English,Free,Referral,Mobile,Active
U019186,2022-09-20,United States,West,25-34,English,Free,Organic Search,Desktop,Active
U019187,2024-03-22,United Kingdom,Scotland,18-24,English,Free,Social Media,Mobile,Active
U019188,2023-01-15,Germany,Bavaria,55-64,English,Free,Referral,Mobile,Churned
U019189,2022-08-23,Mexico,Central Mexico,18-24,Spanish,Free,Direct,TV,Active
U019190,2024-07-27,Germany,Baden-Wurttemberg,18-24,German,Free,Pre-installed App,Mobile,Active
U019191,2020-09-22,Nigeria,,45-54,English,Free,Organic Search,Mobile,Churned
U019192,2025-06-01,India,South India,18-24,Kannada,YouTube Premium,Organic Search,Mobile,Active
U019193,2026-05-29,United States,Midwest,25-34,English,Free,Social Media,Mobile,Active
U019194,2025-02-28,Vietnam,,25-34,Vietnamese,Free,Referral,Tablet,Active
U019195,2022-10-24,South Korea,,18-24,Korean,Free,Social Media,TV,Active
U019196,2025-07-15,Pakistan,,35-44,Urdu,Free,Organic Search,Desktop,Active
U019197,2026-03-27,japan,Chubu,55-64,English,Free,Organic Search,Mobile,Active
U019198,2024-02-09,Brazil,Central-West,25-34,English,Premium Trial,Organic Search,TV,Active
U019199,2022-06-10,India,West India,25-34,Hindi,Free,Social Media,Mobile,Active
U019200,2025-10-01,Canada,British Columbia,35-44,English,Free,Google Ads,Mobile,Active
U019201,2025-05-08,Philippines,,18-24,Filipino,Free,Social Media,Mobile,Active
U019202,2025-04-11,United States,West,25-34,English,Free,Google Ads,TV,Active
U019203,2025-12-01,Indonesia,Sulawesi,25-34,Indonesian,Free,Social Media,Mobile,Active
U019204,2021-12-25,United States,West,18-24,English,Free,Google Ads,DESKTOP,Active
U019205,2026-03-07,Canada,Alberta,35-44,English,YouTube Premium,Organic Search,Mobile,Active
U019206,2023-02-13,brazil,Southeast,35-44,English,Premium Trial,Referral,Desktop,Active
U019207,2025-12-21,France,,25-34,English,Free,Pre-installed App,MOBILE,Active
U019208,2025-06-13,Vietnam,,25-34,Vietnamese,Free,Social Media,Desktop,Inactive
U019209,2026-01-18,Mexico,Yucatan,25-34,Spanish,YouTube Premium,Google Ads,Tablet,Active
U019210,2022-07-21,Canada,Quebec,25-34,English,YouTube Premium,Pre-installed App,Mobile,Active
U019211,2022-12-20,India,Central India,35-44,Telugu,Free,Google Ads,Desktop,Active
U019212,2025-11-13,India,South India,35-44,Hindi,Free,Pre-installed App,Desktop,Active
U019213,2023-03-08,United Kingdom,England,35-44,English,Free,Organic Search,Mobile,Active
U019214,2024-11-17,Canada,Alberta,25-34,English,Free,Organic Search,TV,Active
U019215,2025-05-27,India,West India,25-34,Hindi,Free,Organic Search,Desktop,Active
U019216,2022-02-18,United States,South,65+,Spanish,Free,Google Ads,Mobile,Churned
U019217,2025-07-23,Brazil,North,25-34,Portuguese,Free,Social Media,Mobile,Active
U019218,2021-08-04,Australia,Western Australia,18-24,English,Free,Social Media,Mobile,Inactive
U019219,2022-08-07,France,,18-24,French,Free,Direct,Mobile,Active
U019220,2026-04-20,Spain,,25-34,Spanish,Free,Social Media,Mobile,Active
U019221,2026-02-09,Nigeria,,25-34,English,Free,Organic Search,TV,Active
U019222,2026-03-11,United States,Midwest,18-24,English,Free,Organic Search,Desktop,Inactive
U019223,2026-01-02,India,Central India,35-44,Hindi,Free,Organic Search,Mobile,Active
U019224,2023-12-30,Vietnam,,18-24,Vietnamese,Free,Social Media,Mobile,Active
U019225,2025-09-15,South Korea,,18-24,English,Free,Direct,Game Console,Churned
U019226,2023-09-13,Brazil,North,25-34,Portuguese,Free,Social Media,Mobile,Inactive
U019227,2025-10-30,Brazil,Northeast,35-44,Portuguese,Free,Pre-installed App,Mobile,Churned
U019228,2026-03-22,Pakistan,,18-24,English,Free,Referral,Desktop,Active
U019229,2025-06-25,brazil,Northeast,18-24,Portuguese,Free,Social Media,Desktop,Inactive
U019230,2025-12-12,Philippines,,35-44,English,Free,Social Media,Desktop,Active
U019231,2021-03-14,United States,West,25-34,English,YouTube Premium,Social Media,Mobile,Active
U019232,2023-07-16,Vietnam,,55-64,English,Free,Google Ads,Mobile,Active
U019233,2024-07-20,Japan,Kanto,55-64,English,Free,Organic Search,Mobile,Active
U019234,2021-04-02,Brazil,Central-West,18-24,Portuguese,Free,Google Ads,Tablet,Active
U019235,2022-05-07,United States,South,18-24,English,Premium Trial,Organic Search,TV,Active
U019236,2025-11-29,Vietnam,,18-24,Vietnamese,Free,Organic Search,TV,Inactive
U019237,2024-10-03,Italy,,25-34,Italian,Free,Social Media,Tablet,Active
U019238,2026-07-01,United States,Northeast,18-24,English,Free,Google Ads,Desktop,Active
U019239,2025-11-26,India,North India,18-24,Hindi,Free,Direct,Mobile,Active
U019240,2022-05-13,South Korea,,35-44,Korean,Free,Social Media,Mobile,Active
U019241,2025-04-01,India,West India,18-24,Hindi,Free,Organic Search,Mobile,Active
U019242,2023-04-05,India,Central India,35-44,Hindi,Free,Google Ads,TV,Active
U019243,2021-11-03,India,West India,45-54,Hindi,Free,Organic Search,Mobile,Inactive
U019244,2024-03-18,Philippines,,13-17,Filipino,Free,Direct,TV,Churned
U019245,2025-06-25,India,North India,35-44,Hindi,Free,Organic Search,Mobile,Active
U019246,2025-12-24,Indonesia,Kalimantan,18-24,Indonesian,Free,Organic Search,Mobile,Churned
U019247,2025-09-27,India,Central India,45-54,Hindi,Free,Pre-installed App,Desktop,Active
U019248,2025-05-18,mexico,Central Mexico,25-34,Spanish,Free,Organic Search,Tablet,Active
U019249,2025-07-24,Indonesia,Sumatra,35-44,Indonesian,Free,Pre-installed App,Mobile,Active
U019250,2026-07-15,United States,West,18-24,English,Free,Google Ads,Mobile,Active
U019251,2026-03-31,Japan,Kyushu,25-34,English,Free,Pre-installed App,Game Console,Active
U019252,2025-11-01,United States,Midwest,35-44,English,Free,Google Ads,Desktop,Active
U019253,2025-06-20,Turkey,,25-34,Turkish,Free,Direct,Mobile,Inactive
U019254,2026-05-27,Australia,Western Australia,18-24,English,Free,Direct,Mobile,Active
U019255,2026-01-04,Mexico,Southern Mexico,18-24,Spanish,Premium Trial,Social Media,Desktop,Active
U019256,2026-04-02,India,Central India,18-24,Hindi,Free,Organic Search,Mobile,Active
U019257,2025-09-06,United States,West,35-44,English,YouTube Premium,Organic Search,Mobile,Active
U019258,2025-07-19,Turkey,,65+,Turkish,Free,Pre-installed App,TV,Active
U019259,2024-05-04,United States,Midwest,13-17,English,Free,Social Media,Mobile,Active
U019260,2026-06-02,India,North India,18-24,English,YouTube Premium,Pre-installed App,Mobile,Active
U019261,2025-06-12,Spain,,35-44,Spanish,Free,Google Ads,Mobile,Active
U019262,2023-11-17,Mexico,Central Mexico,25-34,Spanish,Free,Social Media,TV,Active
U019263,2023-07-01,Indonesia,Kalimantan,55-64,Indonesian,Free,Google Ads,Desktop,Active
U019264,2026-01-28,Canada,British Columbia,18-24,English,Free,Social Media,Mobile,Active
U019265,2026-02-28,Mexico,Yucatan,18-24,English,Free,Social Media,TV,Active
U019266,2022-07-21,Indonesia,Kalimantan,13-17,Indonesian,Free,Referral,Mobile,Active
U019267,2025-06-03,United States,West,25-34,English,Free,Google Ads,Desktop,Active
U019268,2026-07-17,United Kingdom,England,18-24,English,Free,Referral,Mobile,Inactive
U019269,2023-10-26,Germany,,18-24,German,Free,Pre-installed App,Mobile,Active
U019270,2025-09-23,India,South India,35-44,Hindi,Free,Social Media,TV,Active
U019271,2026-01-20,Nigeria,,25-34,English,Free,Pre-installed App,Mobile,Active
U019272,2026-06-21,Brazil,Central-West,25-34,English,Free,Google Ads,Mobile,Active
U019273,2024-08-23,Brazil,Central-West,25-34,Portuguese,Free,Pre-installed App,Desktop,Active
U019274,2025-11-15,Canada,British Columbia,25-34,French,Free,Organic Search,Mobile,Active
U019275,2025-11-02,India,West India,25-34,Hindi,Free,Google Ads,TV,Active
U019276,2025-12-09,Indonesia,Java,13-17,Indonesian,Free,Pre-installed App,Tablet,Churned
U019277,2026-01-14,Indonesia,Sumatra,25-34,Indonesian,YouTube Premium,Google Ads,TV,Active
U019278,2025-11-25,Japan,Chubu,18-24,English,Free,Social Media,TV,Active
U019279,2024-06-24,United States,West,25-34,English,YouTube Premium,Organic Search,TV,Active
U019280,2024-03-27,United States,South,35-44,English,Free,Organic Search,Game Console,Active
U019281,2025-07-10,India,East India,25-34,Hindi,Free,Referral,Mobile,Active
U019282,2023-07-12,Pakistan,,35-44,Urdu,Free,Organic Search,Desktop,Active
U019283,2022-01-14,India,South India,55-64,Tamil,Premium Trial,Organic Search,TV,Active
U019284,2026-04-21,Vietnam,,55-64,English,Free,Organic Search,Mobile,Active
U019285,2026-05-23,India,South India,25-34,Hindi,Free,Referral,Mobile,Active
U019286,2024-11-11,Japan,Kyushu,55-64,Japanese,Free,Social Media,Desktop,Active
U019287,2021-12-29, United States ,South,35-44,English,Free,Organic Search,Game Console,Active
U019288,2020-08-02,United Kingdom,,25-34,English,Free,Referral,Mobile,Active
U019289,2026-03-09,Nigeria,,18-24,English,Free,Social Media,Desktop,Active
U019290,2026-06-26,Spain,,13-17,Spanish,Premium Trial,Direct,Mobile,Active
U019291,2026-06-09,Philippines,,25-34,Filipino,Free,Organic Search,Mobile,Active
U019292,2024-08-25,Italy,,45-54,Italian,Free,Direct,Mobile,Active
U019293,2022-08-20,Australia,,25-34,English,Free,Social Media,Desktop,Active
U019294,2025-09-15,United States,West,35-44,Spanish,YouTube Premium,Social Media,Desktop,Active
U019295,2026-01-05,Brazil,North,25-34,Portuguese,Free,Google Ads,Desktop,Active
U019296,2025-12-19,Brazil,South,55-64,Portuguese,Premium Trial,Social Media,Mobile,Active
U019297,2026-03-29,United States,South,13-17,Spanish,Free,Social Media,Mobile,Active
U019298,2023-12-20,Philippines,,35-44,Filipino,Free,Social Media,Mobile,Active
U019299,2025-08-12,Brazil,Central-West,18-24,Portuguese,Free,Organic Search,Mobile,Active
U019300,2025-04-03,Canada,Ontario,45-54,English,Free,Social Media,Mobile,Active
U019301,2025-02-24,Mexico,Northern Mexico,,Spanish,Free,Social Media,Mobile,Active
U019302,2025-01-21,United States,Midwest,18-24,English,Free,Organic Search,TV,Active
U019303,2021-04-25,Turkey,,25-34,Turkish,YouTube Premium,Referral,Mobile,Active
U019304,2021-12-03,Germany,Baden-Wurttemberg,25-34,German,Free,Organic Search,Desktop,Active
U019305,2024-05-05,united states,South,18-24,English,Free,Organic Search,Mobile,Active
U019306,2026-05-27,South Korea,,45-54,Korean,Free,Organic Search,TV,Active
U019307,2026-04-24,Brazil,North,13-17,Portuguese,Free,Social Media,TV,Active
U019308,2026-07-01,India,South India,18-24,Kannada,Free,Organic Search,Mobile,Active
U019309,2024-07-15,Pakistan,,18-24,Urdu,Free,Pre-installed App,Mobile,Active
U019310,2021-08-27,Germany,Berlin,35-44,English,Free,Social Media,Desktop,Active
U019311,2026-05-11,India,South India,18-24,Hindi,Premium Trial,Organic Search,Tablet,Active
U019312,2021-01-27,India,West India,18-24,Hindi,Free,Pre-installed App,Mobile,Active
U019313,2024-04-28,South Korea,,18-24,Korean,Free,Direct,Mobile,Active
U019314,2021-06-27,India,Central India,13-17,Hindi,Free,Organic Search,Mobile,Active
U019315,2025-10-09,Mexico,Southern Mexico,25-34,Spanish,Free,Organic Search,TV,Churned
U019316,2025-11-28,India,Central India,25-34,Hindi,Free,Social Media,TV,Active
U019317,2020-08-30,Turkey,,18-24,Turkish,YouTube Premium,Organic Search,Desktop,Active
U019318,2025-08-08,India,East India,18-24,Hindi,Free,Direct,Desktop,Inactive
U019319,2023-10-09,Japan,Kanto,45-54,Japanese,Free,Organic Search,TV,Active
U019320,2026-02-27,Thailand,,13-17,Thai,Premium Trial,Pre-installed App,Tablet,Active
U019321,2026-04-08,United Kingdom,Scotland,18-24,English,Free,Direct,Mobile,Active
U019322,2025-12-14,Brazil,,18-24,Portuguese,Free,Referral,Desktop,Active
U019323,2025-06-16,United States,Midwest,18-24,English,YouTube Premium,Social Media,TV,Inactive
U019324,2025-12-11,Italy,,35-44,Italian,YouTube Premium,Organic Search,Desktop,Active
U019325,2025-06-13,Japan,Kanto,35-44,Japanese,Premium Trial,Social Media,Mobile,Active
U019326,2026-03-01,Thailand,,25-34,Thai,Free,Referral,Mobile,Inactive
U019327,2025-07-19,India,South India,65+,Hindi,Free,Social Media,Mobile,Active
U019328,2026-04-15,Pakistan,,45-54,Urdu,Free,Pre-installed App,Desktop,Active
U019329,2026-01-09,India,North India,35-44,,Free,Pre-installed App,Desktop,Active
U019330,2020-09-02,United States,South,18-24,English,Premium Trial,Organic Search,Mobile,Inactive
U019331,2025-06-17,United Kingdom,England,25-34,English,Free,Organic Search,Mobile,Active
U019332,2024-12-15,Pakistan,,18-24,English,Free,Social Media,Tablet,Inactive
U019333,2021-04-17,Japan,Kansai,25-34,Japanese,Free,Social Media,Mobile,Inactive
U019334,2026-04-30,India,North India,18-24,Hindi,Free,Referral,Mobile,Active
U019335,2025-07-20,India,Central India,18-24,Hindi,Free,Google Ads,Mobile,Active
U019336,2025-11-15,France,,18-24,English,Free,Social Media,Game Console,Active
U019337,2025-06-09,United States,Midwest,25-34,Spanish,Free,Referral,Game Console,Active
U019338,2025-04-21,United Kingdom,England,25-34,English,Free,Social Media,Game Console,Active
U019339,2023-01-19,Nigeria,,25-34,English,YouTube Premium,Social Media,Mobile,Active
U019340,2023-03-18,Germany,North Rhine-Westphalia,18-24,German,YouTube Premium,Organic Search,Mobile,Active
U019341,2023-07-23,India,South India,45-54,Hindi,Free,Organic Search,TV,Inactive
U019342,2025-07-25,NIGERIA,,35-44,English,Free,Social Media,Mobile,Active
U019343,2025-10-30,South Korea,,18-24,English,Free,Google Ads,Desktop,Active
U019344,2025-01-31,Pakistan,,35-44,English,Free,Social Media,Mobile,Active
U019345,2024-11-24,Indonesia,Kalimantan,65+,English,Free,Social Media,Mobile,Active
U019346,2025-12-24,India,South India,25-34,Hindi,YouTube Premium,Organic Search,Desktop,Active
U019347,2023-06-17,Vietnam,,25-34,Vietnamese,Free,Direct,Tablet,Active
U019348,2025-09-10,Germany,Bavaria,13-17,,Free,Google Ads,TV,Active
U019349,2020-09-06,United States,Northeast,45-54,Spanish,Free,Referral,Mobile,Active
U019350,2022-07-11,Vietnam,,25-34,Vietnamese,Free,Social Media,Mobile,Active
U019351,2026-06-03,South Korea,,45-54,Korean,YouTube Premium,Referral,Mobile,Active
U019352,2026-05-08,Brazil,South,18-24,English,Free,Organic Search,Desktop,Active
U019353,2021-06-13,Mexico,Yucatan,18-24,Spanish,Free,Referral,Mobile,Active
U019354,2026-05-22,Germany,Bavaria,35-44,English,Premium Trial,Social Media,Desktop,Active
U019355,2025-05-16,Philippines,,18-24,English,Free,Organic Search,Tablet,Active
U019356,2025-10-14,United Kingdom,Wales,55-64,English,YouTube Premium,Social Media,Mobile,Active
U019357,2026-01-23,Mexico,Yucatan,25-34,Spanish,YouTube Premium,Organic Search,Tablet,Active
U019358,2026-06-03,Germany,Baden-Wurttemberg,18-24,German,Premium Trial,Organic Search,Mobile,Active
U019359,2024-07-23,France,,65+,French,Premium Trial,Organic Search,Mobile,Active
U019360,2024-02-24,South Korea,,13-17,Korean,Free,Social Media,Mobile,Active
U019361,2023-09-11,Brazil,Southeast,18-24,Portuguese,Free,Organic Search,Mobile,Active
U019362,2022-01-21,Germany,Bavaria,55-64,English,Free,Organic Search,Mobile,Active
U019363,2025-03-31,Brazil,South,25-34,English,Free,Direct,Desktop,Active
U019364,2025-09-22,France,,55-64,English,Free,Social Media,Mobile,Active
U019365,2026-02-03,Turkey,,45-54,English,Free,Organic Search,Mobile,Active
U019366,2021-03-20,Philippines,,65+,English,Free,Google Ads,TV,Active
U019367,2025-12-26,Indonesia,Java,25-34,Indonesian,Premium Trial,Social Media,TV,Active
U019368,2025-07-11,Mexico,Northern Mexico,25-34,Spanish,Free,Social Media,TV,Churned
U019369,2021-05-12,Pakistan,,18-24,English,Free,Referral,Mobile,Active
U019370,2021-05-25,India,Central India,18-24,Hindi,Free,Organic Search,Desktop,Inactive
U019371,2025-07-15,Japan,Hokkaido,35-44,Japanese,Free,Google Ads,Mobile,Active
U019372,2025-07-18,United States,South,55-64,English,Free,Organic Search,Mobile,Active
U019373,2025-06-11,Japan,Chubu,25-34,Japanese,Free,Direct,Mobile,Active
U019374,2023-08-26,Indonesia,Java,25-34,Indonesian,YouTube Premium,Social Media,Mobile,Active
U019375,2026-06-07,Vietnam,,25-34,Vietnamese,Free,Google Ads,Mobile,Active
U019376,2025-05-07,India,South India,25-34,Hindi,YouTube Premium,Pre-installed App,Desktop,Active
U019377,2025-09-17,Australia,Western Australia,18-24,English,YouTube Premium,Pre-installed App,TV,Inactive
U019378,2025-05-05,Japan,Kansai,13-17,Japanese,Free,Social Media,Mobile,Inactive
U019379,2020-12-29,United States,Midwest,18-24,English,Free,Social Media,TV,Active
U019380,2024-10-01,Pakistan,,18-24,English,Free,Organic Search,TV,Active
U019381,2025-08-17,Germany,Baden-Wurttemberg,18-24,German,Free,Social Media,Tablet,Active
U019382,2021-03-02,Brazil,North,35-44,English,Free,Pre-installed App,Mobile,Active
U019383,2025-10-02,United States,Northeast,45-54,Spanish,Free,Organic Search,Mobile,Churned
U019384,2025-07-10,United States,South,18-24,English,Free,Social Media,MOBILE,Active
U019385,2026-02-09,India,Central India,13-17,Hindi,YouTube Premium,Google Ads,TV,Active
U019386,2024-01-07,Brazil,Southeast,55-64,Portuguese,Premium Trial,Google Ads,Mobile,Active
U019387,2024-06-09,Indonesia,Sumatra,18-24,Indonesian,Free,Direct,Mobile,Inactive
U019388,2021-01-19,Turkey,,35-44,English,YouTube Premium,Google Ads,Tablet,Active
U019389,2026-07-17,United Kingdom,England,55-64,English,Free,Pre-installed App,Mobile,Active
U019390,2026-02-13,United States,Midwest,35-44,English,Free,Referral,TV,Active
U019391,2025-10-03,Spain,,18-24,Spanish,Free,Organic Search,TV,Active
U019392,2025-08-15,United States,Midwest,45-54,English,Free,Social Media,Mobile,Active
U019393,2021-02-06,Vietnam,,35-44,English,Free,Organic Search,Desktop,Inactive
U019394,2025-04-06,United States,South,25-34,English,Premium Trial,Social Media,Mobile,Active
U019395,2025-10-08,India,South India,25-34,Hindi,Free,Organic Search,Mobile,Active
U019396,2025-05-14,Turkey,,45-54,Turkish,YouTube Premium,Referral,Mobile,Active
U019397,2026-06-30,Japan,Kansai,35-44,Japanese,Free,Google Ads,Mobile,Active
U019398,2026-07-11,Mexico,Southern Mexico,35-44,English,Premium Trial,Organic Search,Mobile,Active
U019399,2024-02-23,United States,South,45-54,English,Free,Social Media,Mobile,Active
U019400,2026-01-26,Nigeria,,18-24,English,Premium Trial,Organic Search,Desktop,Active
U019401,2023-12-07,France,,35-44,French,Free,Google Ads,TV,Active
U019402,2024-12-04,Turkey,,35-44,Turkish,Free,Social Media,Mobile,Active
U019403,2024-02-20,India,South India,35-44,Kannada,Premium Trial,Referral,Desktop,Active
U019404,2025-07-18,India,East India,25-34,English,Free,Organic Search,Mobile,Active
U019405,2025-07-16,India,North India,45-54,Hindi,Free,Google Ads,Mobile,Active
U019406,2025-07-16,United States,South,18-24,English,Free,Organic Search,TV,Active
U019407,2022-03-16,India,West India,35-44,Marathi,Free,Referral,Mobile,Active
U019408,2026-05-20,India,West India,18-24,Marathi,Free,Social Media,Mobile,Active
U019409,2025-07-06,Germany,Baden-Wurttemberg,18-24,English,Free,Pre-installed App,Desktop,Inactive
U019410,2025-03-03,United Kingdom,Scotland,45-54,English,Free,Social Media,Tablet,Inactive
U019411,2024-10-04,United States,Midwest,25-34,English,Free,Referral,Mobile,Active
U019412,2026-02-27,Turkey,,35-44,Turkish,Free,Google Ads,Mobile,Inactive
U019413,2026-07-13,United Kingdom,Wales,25-34,English,Free,Organic Search,Mobile,Active
U019414,2025-01-10,Brazil,,25-34,Portuguese,Free,Organic Search,Tablet,Active
U019415,2025-11-03,India,East India,25-34,Hindi,Free,Google Ads,Mobile,Active
U019416,2023-09-06,United Kingdom,England,35-44,English,YouTube Premium,Pre-installed App,Desktop,Active
